EAG,TYPE_WBAL,GAF,PEIL,ORDER,GAF_NAAM,EAG_NAAM,POMP_UIT,POMP_IN,AREA
4200-EAG-2,Water,4200,-2.05,1,Heintjesrak- en Broekerpolder,"Heintjesrak- en Broekerpolder, Broekerpolder",62073,,51312.74
4200-EAG-3,Onverhard,4200,-1.85,2,Heintjesrak- en Broekerpolder,"Heintjesrak- en Broekerpolder, Heintjesrakpolder",,,821577.87
4200-EAG-3,Verhard,4200,-1.85,2,Heintjesrak- en Broekerpolder,"Heintjesrak- en Broekerpolder, Heintjesrakpolder",,,17316.5
4200-EAG-3,Water,4200,-1.85,2,Heintjesrak- en Broekerpolder,"Heintjesrak- en Broekerpolder, Heintjesrakpolder",,,34418
4210-EAG-1,Onverhard,4210,-1.33,1,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Hollandsch Ankeveensche Gaf bemalen",62031,,66209.47
4210-EAG-1,Verhard,4210,-1.33,1,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Hollandsch Ankeveensche Gaf bemalen",62031,,6167.68
4210-EAG-1,Water,4210,-1.33,1,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Hollandsch Ankeveensche Gaf bemalen",62031,,27738.36
4210-EAG-2,Onverhard,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Ankeveensche Plassen HAP noord",,,474435.29
4210-EAG-2,Verhard,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Ankeveensche Plassen HAP noord",,,5056.24
4210-EAG-2,Water,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Ankeveensche Plassen HAP noord",,,237225.63
4210-EAG-3,Onverhard,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Ankeveensche Plassen HAP zuid",,,418434.63
4210-EAG-3,Verhard,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Ankeveensche Plassen HAP zuid",,,4595.48
4210-EAG-3,Water,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Ankeveensche Plassen HAP zuid",,,763302.97
4210-EAG-4,Onverhard,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Hollandsch Ankeveensche Gaf oost",,,1286757.66
4210-EAG-4,Verhard,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Hollandsch Ankeveensche Gaf oost",,,85431.29
4210-EAG-4,Water,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Hollandsch Ankeveensche Gaf oost",,,276164.01
4210-EAG-5,Onverhard,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Ankeveense Plassen HAP oost",,,141310.69
4210-EAG-5,Verhard,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Ankeveense Plassen HAP oost",,,6494.89
4210-EAG-5,Water,4210,-1.33,2,Hollandsch Ankeveensche Gaf,"Hollands Ankeveensche Gaf, Ankeveense Plassen HAP oost",,,94906.15
4230-EAG-1,Onverhard,4230,-1.15,1,Hilversumse Ondermeent,"Hilversumse Ondermeent, Hilversumse Ondermeent",62012,,1213120.59
4230-EAG-1,Verhard,4230,-1.15,1,Hilversumse Ondermeent,"Hilversumse Ondermeent, Hilversumse Ondermeent",62012,,7983.44
4230-EAG-1,Water,4230,-1.15,1,Hilversumse Ondermeent,"Hilversumse Ondermeent, Hilversumse Ondermeent",62012,,56506.24
4240-EAG-1,Onverhard,4240,-0.9,1,Hilversumse Meent,"Hilversumse Meent, Hilversumse Meent",62011,,691014.93
4240-EAG-1,Verhard,4240,-0.9,1,Hilversumse Meent,"Hilversumse Meent, Hilversumse Meent",62011,,136634.07
4240-EAG-1,Water,4240,-0.9,1,Hilversumse Meent,"Hilversumse Meent, Hilversumse Meent",62011,,61297.54
4250-EAG-1,Onverhard,4250,-0.2,1,'s-Gravelandsche Gaf,"'s-Gravelandsche Gaf, 's-Gravelandsche Gaf",61007,61007,7036592.7
4250-EAG-1,Verhard,4250,-0.2,1,'s-Gravelandsche Gaf,"'s-Gravelandsche Gaf, 's-Gravelandsche Gaf",61007,61007,918449.18
4250-EAG-1,Water,4250,-0.2,1,'s-Gravelandsche Gaf,"'s-Gravelandsche Gaf, 's-Gravelandsche Gaf",61007,61007,523271.33
5000-EAG-1,Onverhard,5000,-0.75,2,'t Gooi,"'t Gooi, 't Gooi",,,66347772.83
5000-EAG-1,Verhard,5000,-0.75,2,'t Gooi,"'t Gooi, 't Gooi",,,7848899.35
5000-EAG-1,Water,5000,-0.75,2,'t Gooi,"'t Gooi, 't Gooi",,,553670.28
6000-EAG-1,Onverhard,6000,-0.7,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, afstromend naar boezem",,,19681701.94
6000-EAG-1,Verhard,6000,-0.7,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, afstromend naar boezem",,,10223203.45
6000-EAG-1,Water,6000,-0.7,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, afstromend naar boezem",,,1009906.99
6000-EAG-2,Onverhard,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Nuoncentrale",,,83717.26
6000-EAG-2,Verhard,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Nuoncentrale",,,21004.63
6000-EAG-2,Water,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Nuoncentrale",,,65275.39
6000-EAG-3,Verhard,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Diemerzeedijk noord",,,7014.24
6000-EAG-4,Onverhard,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Hoeker- en Garstenpolder noord-puntje",,,8587.62
6000-EAG-4,Verhard,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Hoeker- en Garstenpolder noord-puntje",,,28.43
6000-EAG-4,Water,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Hoeker- en Garstenpolder noord-puntje",,,6392.74
6000-EAG-5,Onverhard,6000,-3.45,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, hoogspanningstracé",,,215535.56
6000-EAG-5,Verhard,6000,-3.45,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, hoogspanningstracé",,,8963.02
6000-EAG-6,Onverhard,6000,-1.25,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, haven",,,997.92
6000-EAG-6,Water,6000,-1.25,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, haven",,,12676.88
6000-EAG-7,Onverhard,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,Geen EAG,,,23602.19
6000-EAG-7,Verhard,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,Geen EAG,,,59578.34
6000-EAG-8,Onverhard,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, tbv drinkWater",,,6379.33
6000-EAG-8,Water,6000,,2,Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem,"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, tbv drinkWater",,,15.58
6040-EAG-1,Onverhard,6040,1.1,2,Sportpark Tuindorp Oostzaan,"Sportpark Tuindorp Oostzaan, Sportpark Tuindorp Oostzaan",,,65889.65
6040-EAG-1,Verhard,6040,1.1,2,Sportpark Tuindorp Oostzaan,"Sportpark Tuindorp Oostzaan, Sportpark Tuindorp Oostzaan",,,13325.09
6040-EAG-1,Water,6040,1.1,2,Sportpark Tuindorp Oostzaan,"Sportpark Tuindorp Oostzaan, Sportpark Tuindorp Oostzaan",,,4988.68
6050-EAG-1,Onverhard,6050,,2,Krasseurstraat,"Krasseurstraat, Krasseurstraat",,,49527.22
6050-EAG-1,Verhard,6050,,2,Krasseurstraat,"Krasseurstraat, Krasseurstraat",,,13265.27
6050-EAG-1,Water,6050,,2,Krasseurstraat,"Krasseurstraat, Krasseurstraat",,,9076.76
6060-EAG-1,Onverhard,6060,-0.7,1,W.H. Vliegenbos,"W.H. Vliegenbos, W.H. Vliegenbos",62402,,219754.82
6060-EAG-1,Verhard,6060,-0.7,1,W.H. Vliegenbos,"W.H. Vliegenbos, W.H. Vliegenbos",62402,,15534.51
6060-EAG-1,Water,6060,-0.7,1,W.H. Vliegenbos,"W.H. Vliegenbos, W.H. Vliegenbos",62402,,18689.08
6080-EAG-1,Onverhard,6080,-1.45,1,Gaf Bernard,"Gaf Bernard, Gaf Gaf Bernard",62401,,21670.36
6080-EAG-1,Verhard,6080,-1.45,1,Gaf Bernard,"Gaf Bernard, Gaf Gaf Bernard",62401,,2956.35
6080-EAG-1,Water,6080,-1.45,1,Gaf Bernard,"Gaf Bernard, Gaf Gaf Bernard",62401,,894.21
6100-EAG-1,Onverhard,6100,,2,Noorder IJ plas,"Noorder IJ Gaf, Noorder IJplas",,,119889.52
6100-EAG-1,Verhard,6100,,2,Noorder IJ plas,"Noorder IJ Gaf, Noorder IJplas",,,10201.76
6100-EAG-1,Water,6100,,2,Noorder IJ plas,"Noorder IJ Gaf, Noorder IJplas",,,552172.06
6100-EAG-2,Onverhard,6100,,2,Noorder IJ plas,"Noorder IJ Gaf, Noorder IJplas",,,30364.66
6100-EAG-2,Verhard,6100,,2,Noorder IJ plas,"Noorder IJ Gaf, Noorder IJplas",,,3161.99
6100-EAG-2,Water,6100,,2,Noorder IJ plas,"Noorder IJ Gaf, Noorder IJplas",,,82361.43
6110-EAG-1,Onverhard,6110,-3.45,1,Noorder IJ Gaf,"Noorder IJ Gaf, Noorder IJ Gaf",64291,,1092534.33
6110-EAG-1,Verhard,6110,-3.45,1,Noorder IJ Gaf,"Noorder IJ Gaf, Noorder IJ Gaf",64291,,365888.06
6110-EAG-1,Water,6110,-3.45,1,Noorder IJ Gaf,"Noorder IJ Gaf, Noorder IJ Gaf",64291,,78504.19
6400-EAG-1,Onverhard,6400,-5.5,1,Watergraafsmeer,"Watergraafsmeer, zuid",64397,,3213289.27
6400-EAG-1,Verhard,6400,-5.5,1,Watergraafsmeer,"Watergraafsmeer, zuid",64397,,1236754.13
6400-EAG-1,Water,6400,-5.5,1,Watergraafsmeer,"Watergraafsmeer, zuid",64397,,206914.5
6400-EAG-2,Onverhard,6400,-5.5,1,Watergraafsmeer,"Watergraafsmeer, noord",64506,,746030.83
6400-EAG-2,Verhard,6400,-5.5,1,Watergraafsmeer,"Watergraafsmeer, noord",64506,,239035.02
6400-EAG-2,Water,6400,-5.5,1,Watergraafsmeer,"Watergraafsmeer, noord",64506,,156379.32
6420-EAG-1,Onverhard,6420,-2.35,2,Gemeenschapspolder West (Tuincomplex Linnaeus),"Gemeenschapspolder West (Tuincomplex Linnaeus), Gemeenschapspolder West (Tuincomplex Linnaeus)",,,171107.91
6420-EAG-1,Verhard,6420,-2.35,2,Gemeenschapspolder West (Tuincomplex Linnaeus),"Gemeenschapspolder West (Tuincomplex Linnaeus), Gemeenschapspolder West (Tuincomplex Linnaeus)",,,1281.18
6420-EAG-1,Water,6420,-2.35,2,Gemeenschapspolder West (Tuincomplex Linnaeus),"Gemeenschapspolder West (Tuincomplex Linnaeus), Gemeenschapspolder West (Tuincomplex Linnaeus)",,,39423.19
6430-EAG-1,Onverhard,6430,-2.49,1,Baambrugge Oostzijds,Baambrugge Oostzijds,60170,,6408743.96
6430-EAG-1,Verhard,6430,-2.49,1,Baambrugge Oostzijds,Baambrugge Oostzijds,60170,,203125.95
6430-EAG-1,Water,6430,-2.49,1,Baambrugge Oostzijds,Baambrugge Oostzijds,60170,,631190.31
6440-EAG-1,Onverhard,6440,-1.95,1,Gaf Breukelerwaard West,"Gaf Breukelerwaard West, bemalen gebied",60205,,1040860.35
6440-EAG-1,Verhard,6440,-1.95,1,Gaf Breukelerwaard West,"Gaf Breukelerwaard West, bemalen gebied",60205,,123572.68
6440-EAG-1,Water,6440,-1.95,1,Gaf Breukelerwaard West,"Gaf Breukelerwaard West, bemalen gebied",60205,,59320.07
6440-EAG-2,Onverhard,6440,-1.95,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,237834.11
6440-EAG-2,Verhard,6440,-1.95,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,14334.71
6440-EAG-2,Water,6440,-1.95,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,39039.82
6440-EAG-3,Onverhard,6440,-1.25,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,264700.99
6440-EAG-3,Verhard,6440,-1.25,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,2562.46
6440-EAG-3,Water,6440,-1.25,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,13429.84
6440-EAG-4,Onverhard,6440,-1.1,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,250138.72
6440-EAG-4,Verhard,6440,-1.1,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,59228.33
6440-EAG-4,Water,6440,-1.1,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,26736.64
6440-EAG-5,Onverhard,6440,-1.35,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,142681.26
6440-EAG-5,Verhard,6440,-1.35,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,33100.59
6440-EAG-5,Water,6440,-1.35,2,Gaf Breukelerwaard West,"Gaf Breukelerwaard West,",,,15617.61
6450-EAG-1,Onverhard,6450,-2.3,1,Aetsveldse Gaf west,"Aetsveldse Gaf west, bemalen",60175,,2261559.53
6450-EAG-1,Verhard,6450,-2.3,1,Aetsveldse Gaf west,"Aetsveldse Gaf west, bemalen",60175,,52210.9
6450-EAG-1,Water,6450,-2.3,1,Aetsveldse Gaf west,"Aetsveldse Gaf west, bemalen",60175,,156245.92
6450-EAG-2,Onverhard,6450,-1.7,2,Aetsveldse Gaf west,"Aetsveldse Gaf west, fort",,,17470.37
6450-EAG-2,Verhard,6450,-1.7,2,Aetsveldse Gaf west,"Aetsveldse Gaf west, fort",,,2136.67
6450-EAG-2,Water,6450,-1.7,2,Aetsveldse Gaf west,"Aetsveldse Gaf west, fort",,,28822.66
6450-EAG-3,Onverhard,6450,-1.75,2,Aetsveldse Gaf west,"Aetsveldse Gaf west, zuid",,,232773.6
6450-EAG-3,Verhard,6450,-1.75,2,Aetsveldse Gaf west,"Aetsveldse Gaf west, zuid",,,10028.56
6450-EAG-3,Water,6450,-1.75,2,Aetsveldse Gaf west,"Aetsveldse Gaf west, zuid",,,16075.69
6460-EAG-1,Onverhard,6460,-1.65,1,Breukelen Noord,"Breukelen Noord, Breukelen Noord",62038,,605329.39
6460-EAG-1,Verhard,6460,-1.65,1,Breukelen Noord,"Breukelen Noord, Breukelen Noord",62038,,146841.32
6460-EAG-1,Water,6460,-1.65,1,Breukelen Noord,"Breukelen Noord, Breukelen Noord",62038,,43343.42
6460-EAG-2,Onverhard,6460,-1.85,2,Breukelen Noord,"Breukelen Noord, landelijk",,,158375.44
6460-EAG-2,Verhard,6460,-1.85,2,Breukelen Noord,"Breukelen Noord, landelijk",,,2482.2
6460-EAG-2,Water,6460,-1.85,2,Breukelen Noord,"Breukelen Noord, landelijk",,,26329.69
6480-EAG-1,Onverhard,6480,-2.25,1,Hoeker- en Garstenpolder,"Hoeker- en Garstenpolder, bemalen gebied",62062,,2600493.8
6480-EAG-1,Verhard,6480,-2.25,1,Hoeker- en Garstenpolder,"Hoeker- en Garstenpolder, bemalen gebied",62062,,41829.77
6480-EAG-1,Water,6480,-2.25,1,Hoeker- en Garstenpolder,"Hoeker- en Garstenpolder, bemalen gebied",62062,,181088.55
6480-EAG-2,Onverhard,6480,-2.25,2,Hoeker- en Garstenpolder,"Hoeker- en Garstenpolder, noord",,,784876.31
6480-EAG-2,Verhard,6480,-2.25,2,Hoeker- en Garstenpolder,"Hoeker- en Garstenpolder, noord",,,17733.33
6480-EAG-2,Water,6480,-2.25,2,Hoeker- en Garstenpolder,"Hoeker- en Garstenpolder, noord",,,46219.42
6480-EAG-3,Onverhard,6480,-1.6,2,Hoeker- en Garstenpolder,"Hoeker- en Garstenpolder, oost",,,1374288.55
6480-EAG-3,Verhard,6480,-1.6,2,Hoeker- en Garstenpolder,"Hoeker- en Garstenpolder, oost",,,27904.41
6480-EAG-3,Water,6480,-1.6,2,Hoeker- en Garstenpolder,"Hoeker- en Garstenpolder, oost",,,92242.73
6490-EAG-1,Onverhard,6490,-1.93,1,Aetsveldse Gaf west (Driemond),"Aetsveldse Gaf west (Driemond), Driemond",60179,,50444.86
6490-EAG-1,Verhard,6490,-1.93,1,Aetsveldse Gaf west (Driemond),"Aetsveldse Gaf west (Driemond), Driemond",60179,,16070.66
6490-EAG-1,Water,6490,-1.93,1,Aetsveldse Gaf west (Driemond),"Aetsveldse Gaf west (Driemond), Driemond",60179,,1011.75
6500-EAG-1,Onverhard,6500,,2,Over-Diemen,"Over-Diemen, elektriciteitscentrale",,,438413.34
6500-EAG-1,Verhard,6500,,2,Over-Diemen,"Over-Diemen, elektriciteitscentrale",,,18778.5
6500-EAG-1,Water,6500,,2,Over-Diemen,"Over-Diemen, elektriciteitscentrale",,,25535.16
6510-EAG-1,Onverhard,6510,,2,Over-Diemen (Zeehoeve),"Over-Diemen (Zeehoeve), Zeehoeve",,,169010.56
6510-EAG-1,Verhard,6510,,2,Over-Diemen (Zeehoeve),"Over-Diemen (Zeehoeve), Zeehoeve",,,10946.25
6510-EAG-1,Water,6510,,2,Over-Diemen (Zeehoeve),"Over-Diemen (Zeehoeve), Zeehoeve",,,20045.15
6530-EAG-1,Onverhard,6530,-2.15,1,Bloemendalerpolder en Gemeenschapspolder Oost,"Bloemendalerpolder en Gemeenschapspolder Oost, bemalen",62033,,3307697.71
6530-EAG-1,Verhard,6530,-2.15,1,Bloemendalerpolder en Gemeenschapspolder Oost,"Bloemendalerpolder en Gemeenschapspolder Oost, bemalen",62033,,164257.76
6530-EAG-1,Water,6530,-2.15,1,Bloemendalerpolder en Gemeenschapspolder Oost,"Bloemendalerpolder en Gemeenschapspolder Oost, bemalen",62033,,271653.9
6530-EAG-2,Onverhard,6530,-1.97,2,Bloemendalerpolder en Gemeenschapspolder Oost,"Bloemendalerpolder en Gemeenschapspolder Oost, langs de Vecht",,,197485.82
6530-EAG-2,Verhard,6530,-1.97,2,Bloemendalerpolder en Gemeenschapspolder Oost,"Bloemendalerpolder en Gemeenschapspolder Oost, langs de Vecht",,,10102.99
6530-EAG-2,Water,6530,-1.97,2,Bloemendalerpolder en Gemeenschapspolder Oost,"Bloemendalerpolder en Gemeenschapspolder Oost, langs de Vecht",,,16389.45
6540-EAG-1,Onverhard,6540,-2,1,Aetsveldse Gaf Oost,"Aetsveldse Gaf Oost, bemalen",62078,,5875278.38
6540-EAG-1,Verhard,6540,-2,1,Aetsveldse Gaf Oost,"Aetsveldse Gaf Oost, bemalen",62078,,157883.65
6540-EAG-1,Water,6540,-2,1,Aetsveldse Gaf Oost,"Aetsveldse Gaf Oost, bemalen",62078,,405927.25
6540-EAG-2,Onverhard,6540,-2.3,2,Aetsveldse Gaf Oost,"Aetsveldse Gaf Oost, blokbemaling",,,562923.27
6540-EAG-2,Verhard,6540,-2.3,2,Aetsveldse Gaf Oost,"Aetsveldse Gaf Oost, blokbemaling",,,2105.35
6540-EAG-2,Water,6540,-2.3,2,Aetsveldse Gaf Oost,"Aetsveldse Gaf Oost, blokbemaling",,,26795.95
6540-EAG-3,Onverhard,6540,-2,1,Aetsveldse Gaf Oost,"Aetsveldse Gaf Oost, stedelijk Weesp",62077,,1092212.07
6540-EAG-3,Verhard,6540,-2,1,Aetsveldse Gaf Oost,"Aetsveldse Gaf Oost, stedelijk Weesp",62077,,334853.6
6540-EAG-3,Water,6540,-2,1,Aetsveldse Gaf Oost,"Aetsveldse Gaf Oost, stedelijk Weesp",62077,,81168.22
6550-EAG-1,Onverhard,6550,-1.68,1,Gaf Nijenrode,"Gaf Nijenrode, landelijk gebied",62075,,1865944.76
6550-EAG-1,Verhard,6550,-1.68,1,Gaf Nijenrode,"Gaf Nijenrode, landelijk gebied",62075,,73144.65
6550-EAG-1,Water,6550,-1.68,1,Gaf Nijenrode,"Gaf Nijenrode, landelijk gebied",62075,,140252.99
6550-EAG-2,Onverhard,6550,-1.5,1,Gaf Nijenrode,"Gaf Nijenrode, Kasteel Neijenrode en sportvelden",62039,,515714.22
6550-EAG-2,Verhard,6550,-1.5,1,Gaf Nijenrode,"Gaf Nijenrode, Kasteel Neijenrode en sportvelden",62039,,42351.65
6550-EAG-2,Water,6550,-1.5,1,Gaf Nijenrode,"Gaf Nijenrode, Kasteel Neijenrode en sportvelden",62039,,76873.35
6550-EAG-3,Onverhard,6550,-0.4,2,Gaf Nijenrode,"Gaf Nijenrode, bebouwing",,,276192.32
6550-EAG-3,Verhard,6550,-0.4,2,Gaf Nijenrode,"Gaf Nijenrode, bebouwing",,,92452.87
6550-EAG-3,Water,6550,-0.4,2,Gaf Nijenrode,"Gaf Nijenrode, bebouwing",,,18536.6
6560-EAG-1,Onverhard,6560,,2,Over-Diemen (noord),"Over-Diemen (noord), Over-Diemen (noord)",,,28832.56
6560-EAG-1,Verhard,6560,,2,Over-Diemen (noord),"Over-Diemen (noord), Over-Diemen (noord)",,,3244.84
6560-EAG-1,Water,6560,,2,Over-Diemen (noord),"Over-Diemen (noord), Over-Diemen (noord)",,,1055.04
6570-EAG-1,Onverhard,6570,-1.5,1,Gaf Broeckland,"Gaf Broeckland, Gaf Broeckland",62039,,270401.01
6570-EAG-1,Verhard,6570,-1.5,1,Gaf Broeckland,"Gaf Broeckland, Gaf Broeckland",62039,,70491.56
6570-EAG-1,Water,6570,-1.5,1,Gaf Broeckland,"Gaf Broeckland, Gaf Broeckland",62039,,23634.38
6580-EAG-1,Onverhard,6580,-0.4,2,Breukelen boezempeil,"Breukelen boezempeil, Breukelen boezempeil",,,134705.51
6580-EAG-1,Verhard,6580,-0.4,2,Breukelen boezempeil,"Breukelen boezempeil, Breukelen boezempeil",,,37557.28
6580-EAG-1,Water,6580,-0.4,2,Breukelen boezempeil,"Breukelen boezempeil, Breukelen boezempeil",,,1630.46
6590-EAG-1,Onverhard,6590,-2.15,1,Rijnkade,"Rijnkade, Rijnkade",62094,,334059.46
6590-EAG-1,Verhard,6590,-2.15,1,Rijnkade,"Rijnkade, Rijnkade",62094,,271073.02
6590-EAG-1,Water,6590,-2.15,1,Rijnkade,"Rijnkade, Rijnkade",62094,,14818.85
7000-EAG-1,Onverhard,7000,0.1,0,"IJmeer, Markermeer, Gooimeer en Eemmeer","IJmeer, Markermeer, Gooimeer en Eemmeer, IJmeer, Bovenmaat",,,122996.96
7000-EAG-1,Verhard,7000,0.1,0,"IJmeer, Markermeer, Gooimeer en Eemmeer","IJmeer, Markermeer, Gooimeer en Eemmeer, IJmeer, Bovenmaat",,,25080.46
7000-EAG-1,Water,7000,0.1,0,"IJmeer, Markermeer, Gooimeer en Eemmeer","IJmeer, Markermeer, Gooimeer en Eemmeer, IJmeer, Bovenmaat",,,6006.7
7000-EAG-3,Verhard,7000,,0,"IJmeer, Markermeer, Gooimeer en Eemmeer","Geen EAG, afstromend",,,0.15
7000-EAG-4,Onverhard,7000,,0,"IJmeer, Markermeer, Gooimeer en Eemmeer","IJmeer, Markermeer, Gooimeer en Eemmeer, Diemerzeedijk noord",,,1613.78
7000-EAG-4,Water,7000,,0,"IJmeer, Markermeer, Gooimeer en Eemmeer","IJmeer, Markermeer, Gooimeer en Eemmeer, Diemerzeedijk noord",,,2614.39
7010-EAG-1,Onverhard,7010,-0.75,1,De Gooise Zomerkade,"De Gooise Zomerkade, De Gooise Zomerkade",61043,,1978012.25
7010-EAG-1,Verhard,7010,-0.75,1,De Gooise Zomerkade,"De Gooise Zomerkade, De Gooise Zomerkade",61043,,61425.72
7010-EAG-1,Water,7010,-0.75,1,De Gooise Zomerkade,"De Gooise Zomerkade, De Gooise Zomerkade",61043,,77824.44
7010-EAG-2,Onverhard,7010,-0.46,2,De Gooise Zomerkade,"De Gooise Zomerkade, Blaricummer Meent",,,786129.56
7010-EAG-2,Verhard,7010,-0.46,2,De Gooise Zomerkade,"De Gooise Zomerkade, Blaricummer Meent",,,99317.2
7010-EAG-2,Water,7010,-0.46,2,De Gooise Zomerkade,"De Gooise Zomerkade, Blaricummer Meent",,,39612.51
7020-EAG-1,Onverhard,7020,0.4,2,Huizen (oost),"Huizen (oost), Bijvanck en Vierde Kwadrant",,,1660385.85
7020-EAG-1,Verhard,7020,0.4,2,Huizen (oost),"Huizen (oost), Bijvanck en Vierde Kwadrant",,,432310.7
7020-EAG-1,Water,7020,0.4,2,Huizen (oost),"Huizen (oost), Bijvanck en Vierde Kwadrant",,,63427.44
7030-EAG-1,Onverhard,7030,-0.2,2,Buitendijksgebied Naarden en Muiderberg,"Buitendijksgebied Naarden en Muiderberg, Buitendijksgebied Naarden en Muiderberg",,,1340588.36
7030-EAG-1,Verhard,7030,-0.2,2,Buitendijksgebied Naarden en Muiderberg,"Buitendijksgebied Naarden en Muiderberg, Buitendijksgebied Naarden en Muiderberg",,,179182.76
7030-EAG-1,Water,7030,-0.2,2,Buitendijksgebied Naarden en Muiderberg,"Buitendijksgebied Naarden en Muiderberg, Buitendijksgebied Naarden en Muiderberg",,,168226.99
7040-EAG-1,Onverhard,7040,-0.4,1,Eiland Zeeburg,"Eiland Zeeburg, Eiland Zeeburg",64280,,770140.88
7040-EAG-1,Verhard,7040,-0.4,1,Eiland Zeeburg,"Eiland Zeeburg, Eiland Zeeburg",64280,,151358.48
7040-EAG-1,Water,7040,-0.4,1,Eiland Zeeburg,"Eiland Zeeburg, Eiland Zeeburg",64280,,29543.08
7050-EAG-1,Onverhard,7050,,2,Haveneiland,"Haveneiland, Haveneiland",,,785020.01
7050-EAG-1,Verhard,7050,,2,Haveneiland,"Haveneiland, Haveneiland",,,360977.12
7050-EAG-1,Water,7050,,2,Haveneiland,"Haveneiland, Haveneiland",,,149784.36
7060-EAG-1,Onverhard,7060,,2,Steigereiland,"Steigereiland, Steigereiland",,,217845.5
7060-EAG-1,Verhard,7060,,2,Steigereiland,"Steigereiland, Steigereiland",,,103393.74
7060-EAG-1,Water,7060,,2,Steigereiland,"Steigereiland, Steigereiland",,,75813.43
7080-EAG-1,Onverhard,7080,-0.4,2,Eiland Zeeburg (oost),"Eiland Zeeburg (oost), Eiland Zeeburg (oost)",,,70112.9
