EAG,TYPE_WBAL,GAF,PEIL,ORDER,GAF_NAAM,EAG_NAAM,POMP_UIT,POMP_IN,AREA
7080-EAG-1,Verhard,7080,-0.4,2,Eiland Zeeburg (oost),"Eiland Zeeburg (oost), Eiland Zeeburg (oost)",,,10226.05
7080-EAG-1,Water,7080,-0.4,2,Eiland Zeeburg (oost),"Eiland Zeeburg (oost), Eiland Zeeburg (oost)",,,1337.95
7090-EAG-1,Onverhard,7090,-0.4,2,Uitstroom gemaal Zeeburg,"Uitstroom gemaal Zeeburg, Uitstroom gemaal Zeeburg",,,13955.89
7090-EAG-1,Verhard,7090,-0.4,2,Uitstroom gemaal Zeeburg,"Uitstroom gemaal Zeeburg, Uitstroom gemaal Zeeburg",,,1554.58
7090-EAG-1,Water,7090,-0.4,2,Uitstroom gemaal Zeeburg,"Uitstroom gemaal Zeeburg, Uitstroom gemaal Zeeburg",,,11417.45
7100-EAG-1,Onverhard,7100,1.1,2,Huizen (west),"Huizen (west), Kwelvijvers",,,263362.08
7100-EAG-1,Verhard,7100,1.1,2,Huizen (west),"Huizen (west), Kwelvijvers",,,27420.17
7100-EAG-1,Water,7100,1.1,2,Huizen (west),"Huizen (west), Kwelvijvers",,,31383.24
7100-EAG-2,Onverhard,7100,0.3,2,Huizen (west),"Huizen (west), Huizermaat",,,1614502.57
7100-EAG-2,Verhard,7100,0.3,2,Huizen (west),"Huizen (west), Huizermaat",,,573775.41
7100-EAG-2,Water,7100,0.3,2,Huizen (west),"Huizen (west), Huizermaat",,,55043.18
7110-EAG-1,Onverhard,7110,,2,Eiland Zeeburg (zuid),"Eiland Zeeburg (zuid), Eiland Zeeburg (zuid)",,,46151.05
7110-EAG-1,Verhard,7110,,2,Eiland Zeeburg (zuid),"Eiland Zeeburg (zuid), Eiland Zeeburg (zuid)",,,23393.5
7110-EAG-1,Water,7110,,2,Eiland Zeeburg (zuid),"Eiland Zeeburg (zuid), Eiland Zeeburg (zuid)",,,3767.3
8000-EAG-1,Onverhard,8000,-1.2,0,Rijnlands Boezem,"Rijnlands Boezem, boezemland",,64030,444556.18
8000-EAG-1,Verhard,8000,-1.2,0,Rijnlands Boezem,"Rijnlands Boezem, boezemland",,64030,171756.04
8000-EAG-1,Water,8000,-1.2,0,Rijnlands Boezem,"Rijnlands Boezem, boezemland",,64030,221624.26
8000-EAG-2,Onverhard,8000,-1.45,0,Rijnlands Boezem,Geen EAG,,,11085.16
8000-EAG-2,Verhard,8000,-1.45,0,Rijnlands Boezem,Geen EAG,,,275.77
8010-EAG-1,Onverhard,8010,-1.4,2,De Lange Bretten,"De Lange Bretten, natuurgebied",,,895216.04
8010-EAG-1,Verhard,8010,-1.4,2,De Lange Bretten,"De Lange Bretten, natuurgebied",,,31787.74
8010-EAG-1,Water,8010,-1.4,2,De Lange Bretten,"De Lange Bretten, natuurgebied",,,109339.62
8010-EAG-2,Onverhard,8010,-1.2,1,De Lange Bretten,"De Lange Bretten, polder",64403,,960218.1
8010-EAG-2,Verhard,8010,-1.2,1,De Lange Bretten,"De Lange Bretten, polder",64403,,118384.56
8010-EAG-2,Water,8010,-1.2,1,De Lange Bretten,"De Lange Bretten, polder",64403,,130052.13
8020-EAG-1,Onverhard,8020,-2.15,1,Overbraker Binnenpolder,"Overbraker Binnenpolder, volkstuinen",64155,,699132.11
8020-EAG-1,Verhard,8020,-2.15,1,Overbraker Binnenpolder,"Overbraker Binnenpolder, volkstuinen",64155,,106682.89
8020-EAG-1,Water,8020,-2.15,1,Overbraker Binnenpolder,"Overbraker Binnenpolder, volkstuinen",64155,,62557.92
8020-EAG-2,Onverhard,8020,-2.15,2,Overbraker Binnenpolder,"Overbraker Binnenpolder, noord-oost",,,97678.15
8020-EAG-2,Verhard,8020,-2.15,2,Overbraker Binnenpolder,"Overbraker Binnenpolder, noord-oost",,,2079.16
8020-EAG-2,Water,8020,-2.15,2,Overbraker Binnenpolder,"Overbraker Binnenpolder, noord-oost",,,16666.96
8030-EAG-1,Onverhard,8030,-2.17,1,Osdorperbinnenpolder,"Osdorperbinnenpolder, veenweide",64008,64008,855151.78
8030-EAG-1,Verhard,8030,-2.17,1,Osdorperbinnenpolder,"Osdorperbinnenpolder, veenweide",64008,64008,124563.82
8030-EAG-1,Water,8030,-2.17,1,Osdorperbinnenpolder,"Osdorperbinnenpolder, veenweide",64008,64008,212177.82
8030-EAG-2,Onverhard,8030,-4.25,1,Osdorperbinnenpolder,"Osdorperbinnenpolder, Geuzenveld",64282,,213840.09
8030-EAG-2,Verhard,8030,-4.25,1,Osdorperbinnenpolder,"Osdorperbinnenpolder, Geuzenveld",64282,,63136.89
8030-EAG-2,Water,8030,-4.25,1,Osdorperbinnenpolder,"Osdorperbinnenpolder, Geuzenveld",64282,,21526.24
8030-EAG-3,Onverhard,8030,-5,2,Osdorperbinnenpolder,"Osdorperbinnenpolder,  De Kluut 2",,,81013.49
8030-EAG-3,Verhard,8030,-5,2,Osdorperbinnenpolder,"Osdorperbinnenpolder,  De Kluut 2",,,6095.94
8030-EAG-3,Water,8030,-5,2,Osdorperbinnenpolder,"Osdorperbinnenpolder,  De Kluut 2",,,83197.04
8030-EAG-4,Onverhard,8030,-4.5,2,Osdorperbinnenpolder,"Osdorperbinnenpolder, VTP Tigeno en Eendracht",,,216768.47
8030-EAG-4,Verhard,8030,-4.5,2,Osdorperbinnenpolder,"Osdorperbinnenpolder, VTP Tigeno en Eendracht",,,5465.05
8030-EAG-4,Water,8030,-4.5,2,Osdorperbinnenpolder,"Osdorperbinnenpolder, VTP Tigeno en Eendracht",,,39784.36
8030-EAG-5,Onverhard,8030,-5,1,Osdorperbinnenpolder,"Osdorperbinnenpolder, polder",64008,,1113563.57
8030-EAG-5,Verhard,8030,-5,1,Osdorperbinnenpolder,"Osdorperbinnenpolder, polder",64008,,105236.93
8030-EAG-5,Water,8030,-5,1,Osdorperbinnenpolder,"Osdorperbinnenpolder, polder",64008,,134050.22
8030-EAG-6,Onverhard,8030,-4.8,2,Osdorperbinnenpolder,"Osdorperbinnenpolder, Tom Schreurweg",,,29997.53
8030-EAG-6,Verhard,8030,-4.8,2,Osdorperbinnenpolder,"Osdorperbinnenpolder, Tom Schreurweg",,,92.97
8030-EAG-6,Water,8030,-4.8,2,Osdorperbinnenpolder,"Osdorperbinnenpolder, Tom Schreurweg",,,7548.94
8040-EAG-1,Onverhard,8040,-4.5,1,Osdorperbovenpolder,"Osdorperbovenpolder, Osdorperbovenpolder",64048,,1159006.99
8040-EAG-1,Verhard,8040,-4.5,1,Osdorperbovenpolder,"Osdorperbovenpolder, Osdorperbovenpolder",64048,,225370.47
8040-EAG-1,Water,8040,-4.5,1,Osdorperbovenpolder,"Osdorperbovenpolder, Osdorperbovenpolder",64048,,139246.78
8040-EAG-2,Onverhard,8040,-2.04,2,Osdorperbovenpolder,"Osdorperbovenpolder, Bovensloot",,,36081.61
8040-EAG-2,Verhard,8040,-2.04,2,Osdorperbovenpolder,"Osdorperbovenpolder, Bovensloot",,,12391.89
8040-EAG-2,Water,8040,-2.04,2,Osdorperbovenpolder,"Osdorperbovenpolder, Bovensloot",,,8398.86
8050-EAG-1,Onverhard,8050,-4.3,2,Lutkemeerpolder,"Lutkemeerpolder, Bisschopsmuts",,,449424.88
8050-EAG-1,Verhard,8050,-4.3,2,Lutkemeerpolder,"Lutkemeerpolder, Bisschopsmuts",,,175944.37
8050-EAG-1,Water,8050,-4.3,2,Lutkemeerpolder,"Lutkemeerpolder, Bisschopsmuts",,,43027.64
8050-EAG-2,Onverhard,8050,-5.7,1,Lutkemeerpolder,"Lutkemeerpolder, polder",62331,,1488661.15
8050-EAG-2,Verhard,8050,-5.7,1,Lutkemeerpolder,"Lutkemeerpolder, polder",62331,,129974.85
8050-EAG-2,Water,8050,-5.7,1,Lutkemeerpolder,"Lutkemeerpolder, polder",62331,,120068.08
8050-EAG-3,Onverhard,8050,-4.8,2,Lutkemeerpolder,"Lutkemeerpolder, natuurgebied",,,470184.15
8050-EAG-3,Verhard,8050,-4.8,2,Lutkemeerpolder,"Lutkemeerpolder, natuurgebied",,,14049.25
8050-EAG-3,Water,8050,-4.8,2,Lutkemeerpolder,"Lutkemeerpolder, natuurgebied",,,54579.42
8060-EAG-1,Onverhard,8060,-4.45,1,Middelveldse Akerpolder,"Middelveldse Akerpolder, polder",64279,,1002195.26
8060-EAG-1,Verhard,8060,-4.45,1,Middelveldse Akerpolder,"Middelveldse Akerpolder, polder",64279,,347517.09
8060-EAG-1,Water,8060,-4.45,1,Middelveldse Akerpolder,"Middelveldse Akerpolder, polder",64279,,168835.23
8070-EAG-1,Onverhard,8070,-2.1,2,Sloterbinnen en Middelveldsepolder,"Sloterbinnen en Middelveldsepolder, Sloterplas",,,489214.94
8070-EAG-1,Verhard,8070,-2.1,2,Sloterbinnen en Middelveldsepolder,"Sloterbinnen en Middelveldsepolder, Sloterplas",,,64177.1
8070-EAG-1,Water,8070,-2.1,2,Sloterbinnen en Middelveldsepolder,"Sloterbinnen en Middelveldsepolder, Sloterplas",,,906605.57
8070-EAG-2,Onverhard,8070,-2.1,1,Sloterbinnen en Middelveldsepolder,"Sloterbinnen en Middelveldsepolder, Gecombineerde Polders",64410,64008,8626100.44
8070-EAG-2,Verhard,8070,-2.1,1,Sloterbinnen en Middelveldsepolder,"Sloterbinnen en Middelveldsepolder, Gecombineerde Polders",64410,64008,3178806
8070-EAG-2,Water,8070,-2.1,1,Sloterbinnen en Middelveldsepolder,"Sloterbinnen en Middelveldsepolder, Gecombineerde Polders",64410,64008,757893.83
8070-EAG-3,Onverhard,8070,-1.8,2,Sloterbinnen en Middelveldsepolder,"Sloterbinnen en Middelveldsepolder, SPP Ookmeer",,,553771.99
8070-EAG-3,Verhard,8070,-1.8,2,Sloterbinnen en Middelveldsepolder,"Sloterbinnen en Middelveldsepolder, SPP Ookmeer",,,68829.45
8070-EAG-3,Water,8070,-1.8,2,Sloterbinnen en Middelveldsepolder,"Sloterbinnen en Middelveldsepolder, SPP Ookmeer",,,38903.75
8080-EAG-1,Onverhard,8080,-1.1,2,Riekerpolder,"Riekerpolder, Wielerbaan",,,288786.31
8080-EAG-1,Verhard,8080,-1.1,2,Riekerpolder,"Riekerpolder, Wielerbaan",,,64384.83
8080-EAG-1,Water,8080,-1.1,2,Riekerpolder,"Riekerpolder, Wielerbaan",,,20738.62
8080-EAG-2,Onverhard,8080,-1.9,1,Riekerpolder,"Riekerpolder, polder",64159,,2157199.31
8080-EAG-2,Verhard,8080,-1.9,1,Riekerpolder,"Riekerpolder, polder",64159,,568831.16
8080-EAG-2,Water,8080,-1.9,1,Riekerpolder,"Riekerpolder, polder",64159,,247015.37
8090-EAG-1,Onverhard,8090,-2.8,1,Nieuw-Sloten,"Nieuw-Sloten, Nieuw-Sloten",64078,,782006.41
8090-EAG-1,Verhard,8090,-2.8,1,Nieuw-Sloten,"Nieuw-Sloten, Nieuw-Sloten",64078,,338132.98
8090-EAG-1,Water,8090,-2.8,1,Nieuw-Sloten,"Nieuw-Sloten, Nieuw-Sloten",64078,,96079.75
8090-EAG-2,Onverhard,8090,-2.16,1,Nieuw-Sloten,"Nieuw-Sloten, Plesmanstrook",64414,,204639.28
8090-EAG-2,Verhard,8090,-2.16,1,Nieuw-Sloten,"Nieuw-Sloten, Plesmanstrook",64414,,42266.42
8090-EAG-2,Water,8090,-2.16,1,Nieuw-Sloten,"Nieuw-Sloten, Plesmanstrook",64414,,60889.32
8110-EAG-1,Onverhard,8110,-0.4,1,Begraafplaats Vredenhof,Begraafplaats Vredenhof,64030,,46875.99
8110-EAG-1,Verhard,8110,-0.4,1,Begraafplaats Vredenhof,Begraafplaats Vredenhof,64030,,4298.51
8110-EAG-1,Water,8110,-0.4,1,Begraafplaats Vredenhof,Begraafplaats Vredenhof,64030,,3023.52
9010-EAG-1,Onverhard,9010,,2,Buiksloterdijk,"Buiksloterdijk, Buiksloterdijk",,,38034.85
9010-EAG-1,Verhard,9010,,2,Buiksloterdijk,"Buiksloterdijk, Buiksloterdijk",,,7147.71
9010-EAG-1,Water,9010,,2,Buiksloterdijk,"Buiksloterdijk, Buiksloterdijk",,,4895
9020-EAG-1,Onverhard,9020,,2,Florapark (noord),"Florapark (noord), Florapark (noord)",,,126816.2
9020-EAG-1,Verhard,9020,,2,Florapark (noord),"Florapark (noord), Florapark (noord)",,,19198.33
9020-EAG-1,Water,9020,,2,Florapark (noord),"Florapark (noord), Florapark (noord)",,,8974.26
9030-EAG-1,Onverhard,9030,,2,Florapark (zuid),"Florapark (zuid), Florapark (zuid)",,,26772.02
9030-EAG-1,Verhard,9030,,2,Florapark (zuid),"Florapark (zuid), Florapark (zuid)",,,4862.92
9030-EAG-1,Water,9030,,2,Florapark (zuid),"Florapark (zuid), Florapark (zuid)",,,3797.99
9040-EAG-1,Onverhard,9040,,2,Buiksloterweg,"Buiksloterweg, Buiksloterweg",,,13321.11
9040-EAG-1,Verhard,9040,,2,Buiksloterweg,"Buiksloterweg, Buiksloterweg",,,316.34
9040-EAG-1,Water,9040,,2,Buiksloterweg,"Buiksloterweg, Buiksloterweg",,,2602.27
9801-EAG-1,Onverhard,9801,-0.6,2,,"Wiel Onderwal, Wiel Onderwal",,,24165.33
9801-EAG-1,Verhard,9801,-0.6,2,,"Wiel Onderwal, Wiel Onderwal",,,2397.81
9801-EAG-1,Water,9801,-0.6,2,,"Wiel Onderwal, Wiel Onderwal",,,9321.77
9802-EAG-1,Onverhard,9802,-0.95,2,,"Buitendijks gebied Muiderberg, Buitendijks gebied Muiderberg",,,366484.75
9802-EAG-1,Verhard,9802,-0.95,2,,"Buitendijks gebied Muiderberg, Buitendijks gebied Muiderberg",,,94343.52
9802-EAG-1,Water,9802,-0.95,2,,"Buitendijks gebied Muiderberg, Buitendijks gebied Muiderberg",,,324.73
9901-EAG-1,Onverhard,9901,,2,Aetsveldse Gaf Oost,"Geen EAG, lozend op riolering",,,30594.49
9901-EAG-1,Verhard,9901,,2,Aetsveldse Gaf Oost,"Geen EAG, lozend op riolering",,,16228.88
9902-EAG-1,Onverhard,9902,-1.65,2,Kern Breukelen,"Geen EAG, lozend op riolering",,,156987.3
9902-EAG-1,Verhard,9902,-1.65,2,Kern Breukelen,"Geen EAG, lozend op riolering",,,46762.37
9902-EAG-1,Water,9902,-1.65,2,Kern Breukelen,"Geen EAG, lozend op riolering",,,0.06
