Date,neerslag,verdamping,kwel,wegzijging,maalstaat,uitlaat,verhard,uitspoeling,intrek,afstroming,drain
2010-11-20,0.0,-140.76976906927922,25.56713426,-59.86798195,3000.0,-773.0043896444956,-0.0,39.3425248270705,-2091.2675184232958,0.0,0
2010-11-21,0.0,-211.15465360391877,25.56713426,-59.86798195,3000.0,-723.9002289018119,-0.0,39.52403234436345,-2070.168302148633,0.0,0
2010-11-22,0.0,-140.76976906927922,25.56713426,-59.86798195,3000.0,-819.9698563139314,-0.0,41.74526910992711,-2046.7047960367165,0.0,0
2010-11-23,553.19,-140.76976906927922,25.56713426,-59.86798195,3000.0,-1393.7546784537358,-0.0,41.68650219893439,-2026.0512069859196,0.0,0
2010-11-24,201.16,-105.57732680195939,25.56713426,-59.86798195,3000.0,-1086.6882454114516,-0.0,41.63361197904096,-2016.2271920756302,0.0,0
2010-11-25,1056.0900000000001,-105.57732680195939,25.56713426,-59.86798195,3000.0,-1955.7399532247337,-0.0,40.557070781136865,-2001.0289430644439,0.0,0
2010-11-26,251.45000000000002,-140.76976906927922,25.56713426,-59.86798195,3000.0,-1113.5674676503747,-0.0,39.58818370302318,-2002.4000992933693,0.0,0
2010-11-27,704.06,-35.192442267319805,25.56713426,-59.86798195,3000.0,-1687.293624415395,-0.0,39.74512533272086,-1987.018210960006,0.0,0
2010-11-28,0.0,-175.96221133659904,25.56713426,-59.86798195,3000.0,-842.1918525128741,-0.0,36.79955279944877,-1984.3446412599756,0.0,0
2010-11-29,1106.38,-0.0,25.56713426,-59.86798195,3000.0,-2147.316437072558,-0.0,38.26429751950389,-1963.027012756946,0.0,0
2010-11-30,0.0,-70.38488453463961,25.56713426,-59.86798195,3000.0,-960.1452935039671,-0.0,34.437867767553506,-1969.6068420389468,0.0,0
2010-12-01,653.7700000000001,-150.86999999999998,25.56713426,-59.86798195,3000.0,-1549.3515987726714,-0.0,33.05196099079816,-1952.299514528127,0.0,0
2010-12-02,553.19,-50.29,25.56713426,-59.86798195,3000.0,-1555.0006181593028,-0.0,32.83358489171834,-1946.4321190424157,0.0,0
2010-12-03,150.86999999999998,-100.58,25.56713426,-59.86798195,3000.0,-1105.301100700985,-0.0,30.579166402546505,-1941.2672180115617,0.0,0
