Date,Abcoude,Schiphol (V),gemaal Demmerik,peil,Stuw Oukoop
36986,13.7,1.5,0,-2.437,14661.60977
36987,2.2,1.4,30741.66,-2.432,10225.78367
36988,6.4,1.8,23160,-2.422,12348.15991
36989,0.5,1.3,0,-2.407,9849.087596
36990,9.6,0.7,0,-2.433,21190.14552
36991,1.8,1.5,30996.66,-2.42,11293.87226
36992,0,2.2,0,-2.415,9508.490822
36993,0.1,1.7,0,-2.426,9007.191515
36994,0,1.6,0,-2.415,8350.95746
36995,13.7,0.9,0,-2.431,20137.70527
36996,3.7,1,27176.67,-2.428,14839.69963
36997,14,1.4,47628.34,-2.462,33608.87397
36998,7,1.3,74360,-2.445,22457.48904
36999,5,1.9,61121.68,-2.432,17882.44646
37000,3.2,1.9,30303.33,-2.431,14390.28327
37001,1.3,1.3,31901.66,-2.407,12910.69651
37002,0,2.7,0,-2.431,10710.2124
37003,0,2.7,37536.67,-2.417,9573.354272
37004,0,1.8,0,-2.412,9130.97655
37005,1.7,1.9,0,-2.432,9174.218909
37006,18.6,1.8,22893.34,-2.43,24184.9105
37007,2.6,1.9,27505,-2.409,12509.58645
37008,1.3,2.3,0,-2.446,11111.17793
37009,1.5,2.4,47716.66,-2.421,10419.07386
37010,0.2,3.3,0,-2.428,8539.191145
37011,2.7,2.2,19763.33,-2.434,9476.220532
37012,0,1.6,0,-2.412,8322.247862
37013,0.9,3.5,0,-2.427,6921.819473
37014,5.1,1.4,23228.33,-2.428,9817.215648
37015,0,1.1,0,-2.428,7900.303263
37016,0,2.2,0,-2.427,6744.203659
37017,0,3,0,-2.426,5593.264654
37018,0,3.9,0,-2.427,4265.829706
37019,0,3.5,0,-2.426,3820.35129
37020,0,4.3,0,-2.425,2967.982676
37021,0,4.7,0,-2.429,2339.248247
37022,0,4.8,0,-2.434,1892.726259
37023,0,4.6,0,-2.437,1665.320601
37024,0.5,4.6,0,-2.433,1620.50226
37025,6.9,1.8,0,-2.388,6757.693771
37026,17.1,2.3,0,-2.416,13434.9768
37027,8.9,1.9,77785,-2.388,10961.98255
37028,3.7,2.1,0,-2.412,9048.680904
37029,0,1.7,0,-2.403,7414.720049
37030,0,4.2,0,-2.411,5206.951137
37031,0,2.8,0,-2.424,5076.979427
37032,0,4.2,0,-2.428,3520.192773
37033,0,4.6,0,-2.415,2701.069924
37034,0,4.8,0,-2.406,2181.593732
37035,0,4.6,0,-2.42,1956.599629
37036,0,4.6,21526.66,-2.419,1644.668518
37037,0.2,3.6,0,-2.409,2100.801871
37038,0.5,1.7,0,-2.4,3308.325747
37039,0,2.4,0,-2.42,2602.609922
37040,0,4.7,18483.34,-2.424,994.1626954
37041,0.7,4.5,0,-2.418,1195.470797
37042,0,3.3,0,-2.425,1447.876891
37043,10,2.3,0,-2.419,7554.074306
37044,7.2,1.4,0,-2.402,7731.685889
37045,0.5,2.1,0,-2.421,4019.052298
37046,0,2.9,23240,-2.421,3164.757742
37047,1.7,3.7,17813.33,-2.418,3304.615493
37048,4,3.8,0,-2.42,4330.987411
37049,0,4,0,-2.43,2359.241297
37050,0,4.3,0,-2.438,1889.825658
37051,0,3.3,0,-2.439,2265.238781
37052,7.8,2.6,0,-2.437,6786.046019
37053,0,3.8,0,-2.435,2433.030617
37054,0,3.6,0,-2.433,2310.076722
37055,0,2.8,0,-2.426,2609.371719
37056,0.2,4.7,0,-2.412,1303.410572
37057,3.9,3.3,0,-2.416,3809.780956
37058,5.4,2.5,18888.34,-2.418,5479.260626
37059,19.7,2,27900,-2.417,15110.13388
37060,0,1.4,20461.67,-2.42,6566.323172
37061,0,4.4,21980,-2.422,4166.963126
37062,0,4.1,20388.33,-2.408,3401.356951
37063,0,3.5,0,-2.4,3205.298837
37064,0,2.2,0,-2.42,3804.067607
37065,0,3.3,18766.67,-2.416,2935.477535
37066,0,3.9,0,-2.41,2316.044212
37067,0,5.1,0,-2.406,1264.024498
37068,1.5,5.3,0,-2.398,1542.285647
37069,0.2,1.8,0,-2.42,3006.846861
37070,0,4.4,17785,-2.417,1153.038321
37071,6.5,4.3,0,-2.403,4243.901677
37072,0,3.6,0,-2.415,1852.496198
37073,0,4.9,15720,-2.419,892.7888174
37074,0,2.1,0,-2.414,2373.217988
37075,0,5.2,0,-2.415,328.9228214
37076,0,5.6,0,-2.41,0
37077,0,5.5,0,-2.405,0
37078,0.9,3.5,0,-2.418,180.5180765
37079,11.2,2.2,17441.66,-2.421,7605.614768
37080,2.4,1.2,16475,-2.422,4363.121612
37081,0,3.4,15993.33,-2.414,1877.511854
37082,4.9,2.1,0,-2.424,5062.066527
37083,10.4,2.7,16513.33,-2.428,8590.292799
37084,3.3,3.7,0,-2.416,4534.774686
37085,2.1,3.6,0,-2.407,4073.022993
37086,4.4,1.3,0,-2.414,6774.690199
37087,3.2,3.5,15715,-2.417,5113.556519
37088,0.5,4.1,0,-2.415,3324.750011
37089,5.6,3.8,0,-2.403,5660.18544
37090,8.5,2.1,0,-2.401,9154.021905
37091,6.8,2.8,0,-2.406,8909.437972
37092,0.4,1.6,0,-2.407,6735.722666
37093,3.2,1.1,0,-2.42,8155.228332
37094,1.1,4.4,14896.67,-2.425,5191.89372
37095,0,1.8,0,-2.42,5503.481829
37096,0,4.2,0,-2.426,3546.722501
37097,0,3.6,0,-2.434,3216.239159
37098,0,3.9,0,-2.437,2756.317906
37099,0.4,2.5,0,-2.434,3568.892259
37100,0,4.4,0,-2.432,2041.643067
37101,0,4.3,0,-2.43,1803.151204
37102,0,4.6,0,-2.435,1331.14932
37103,0,3.3,0,-2.446,1867.169713
37104,0,3.5,0,-2.447,1691.91591
37105,1.8,3.1,0,-2.431,2652.157563
37106,0.8,2.8,0,-2.423,2372.544489
37107,9.7,3.9,0,-2.421,6538.815627
37108,0.3,3.2,13441.67,-2.406,2648.803842
37109,13.3,1.7,0,-2.419,10914.77855
37110,30.7,2.3,33290,-2.437,22586.12892
37111,10.8,2.5,45233.33,-2.43,16072.89933
37112,8.5,1.7,35156.66,-2.429,16425.48033
37113,1.6,2.9,34016.67,-2.415,12306.66076
37114,1.8,3.6,17695,-2.431,11036.31238
37115,13,0.7,34871.67,-2.43,18508.99606
37116,0,0.9,33048.34,-2.421,12842.72481
37117,0,3.5,20550,-2.42,10404.45753
37118,2,3.9,17538.34,-2.423,9831.226406
37119,0,2.9,14105,-2.412,8552.539331
37120,0,3.4,0,-2.408,7268.824291
37121,4.5,2.7,0,-2.425,8959.498771
37122,1.3,2.3,12673.33,-2.409,7753.85108
37123,0.7,3,0,-2.407,6608.465331
37124,0,3,0,-2.402,5607.951891
37125,0,2.7,0,-2.402,5056.839701
37126,0,2.6,0,-2.417,4514.402514
37127,0,3.3,13581.67,-2.418,3761.344008
37128,0,3.5,0,-2.42,3365.259868
37129,17.5,2.3,12618.34,-2.422,13994.43976
37130,0,3.3,16616.67,-2.409,5897.060613
37131,0,2.4,0,-2.415,5599.390804
37132,0,2.9,16236.66,-2.435,4722.397422
37133,0,1.5,31066.66,-2.43,4990.473333
37134,0.9,1.7,14266.67,-2.428,5196.423213
37135,0,1.9,14610,-2.428,4608.350265
37136,7.2,0.6,13745,-2.44,9324.004205
37137,14.9,1,36608.33,-2.436,15047.47998
37138,14.2,1.5,37428.33,-2.449,17074.75128
37139,1.2,1.6,53748.33,-2.437,11515.5243
37140,0.4,2.3,39729.99,-2.441,10087.53742
37141,2.5,1.4,40240,-2.435,10803.62638
37142,15.1,1.9,26045.01,-2.412,18074.65929
37143,6.7,2,47005,-2.445,18178.54231
37144,3.6,1.7,54338.32,-2.446,14702.53085
37145,9.6,2,33753.33,-2.423,24691.85745
37146,16,1.2,16710,-2.408,40185.33305
37147,1.5,1.6,47226.68,-2.424,15449.17675
37148,4.1,1.9,42141.68,-2.434,16102.0755
37149,16.5,1.8,45420,-2.458,40699.94082
37150,11.6,1,87060.04,-2.444,35051.80277
37151,16.1,1.3,98538.36,-2.464,55403.47767
37152,6.7,1.3,144000,-2.448,26750.26176
37153,24.3,0.3,125898.36,-2.353,94400.61241
37154,2.7,1.1,140856.72,-2.403,19572.30623
37155,0.5,1.7,144000,-2.462,16392.47037
37156,4.5,1.9,89471.66,-2.447,17143.78806
37157,0.4,2.1,49575.02,-2.427,14454.90869
37158,3.2,1.3,21195,-2.427,15126.77356
37159,1,1.5,29575,-2.44,13527.1048
37160,6.3,1.9,26305,-2.442,15677.22341
37161,0.1,1.2,39890,-2.425,12713.18045
37162,0,2.1,26411.66,-2.442,11244.03979
37163,7,1.4,32530,-2.438,14532.1288
37164,2.4,1.7,38706.67,-2.431,12440.0648
37165,4.3,0.9,31066.66,-2.442,12408.4182
37166,7,0.4,32628.33,-2.426,20001.83965
37167,0.5,1.6,22361.67,-2.427,9202.707778
37168,0,1.3,21296.67,-2.429,8265.470228
37169,0,1.7,23771.67,-2.431,7298.508674
37170,5.7,1.2,18883.33,-2.43,9852.465124
37171,1.1,1.2,18800,-2.432,7860.622865
37172,0,1.4,17803.34,-2.423,6779.937675
37173,0.7,1.1,0,-2.416,6599.393237
37174,0.8,1.3,0,-2.408,6162.490561
37175,0.6,0.5,0,-2.403,6043.213743
37176,0,1.5,0,-2.431,5069.093787
37177,0,1.4,27928.33,-2.414,4579.210021
37178,0,0.9,0,-2.414,4339.947487
37179,0,1.4,16913.33,-2.439,3794.923168
37180,0,1.3,2056.67,-2.437,3444.940055
37181,0,1.3,0,-2.434,3105.74966
37182,2.8,0.9,0,-2.428,4385.485214
37183,0,0.8,0,-2.426,3411.461063
37184,0.1,1.2,0,-2.421,3066.770698
37185,0.1,0.7,0,-2.416,3034.57578
37186,0.5,0.1,0,-2.419,3395.94833
37187,7.9,0.2,0,-2.43,7772.170294
37188,2.1,0.7,19185,-2.423,5756.615557
37189,0.1,0.9,0,-2.411,4659.223749
37190,3.7,0.9,0,-2.431,6343.964642
37191,1,0.9,20816.66,-2.434,5244.466771
37192,0,1,0,-2.424,4532.307394
37193,0,0.6,0,-2.407,4342.903823
37194,3.2,1.1,0,-2.438,5524.289165
37195,4.3,0.6,19355,-2.436,6969.138131
37196,0,0.9,0,-2.43,5021.832733
37197,0,0.7,0,-2.424,4710.321618
37198,0.5,0.5,0,-2.416,4727.003997
37199,0.2,0.3,0,-2.416,4515.821133
37200,2.7,0.7,0,-2.429,5523.06984
37201,0.4,0.3,19943.33,-2.433,4799.576914
37202,21.1,0.3,28348.33,-2.439,19128.73176
37203,16.6,0.3,26418.33,-2.454,34946.81597
37204,2,0.6,65688.33,-2.435,12687.73441
37205,0.1,0.3,30453.33,-2.431,10839.44423
37206,0.4,0.1,26241.67,-2.435,10316.33542
37207,3.7,0.2,27141.67,-2.419,12303.36406
37208,0.7,0.4,0,-2.404,9943.888632
37209,0,0.7,0,-2.432,8924.694063
37210,0.3,0.7,27155,-2.413,8386.481541
37211,0.2,0.3,0,-2.402,7916.091856
37212,0.9,0.2,0,-2.434,7858.458513
37213,0.4,0.3,27100,-2.413,7336.963265
37214,0.2,0.2,0,-2.405,6933.725326
37215,0,0.1,0,-2.444,6541.452016
37216,5,0.1,49191.66,-2.435,9191.488377
37217,5.4,0.2,0,-2.422,10997.30941
37218,4.5,0.3,0,-2.41,13129.19801
37219,1.8,0.1,14916.67,-2.441,9997.188902
37220,7.7,0.2,33078.33,-2.434,20893.7491
37221,0.3,0.3,27315,-2.433,9107.542065
37222,3.7,0.5,27603.34,-2.411,11851.00577
37223,2.3,0.5,0,,10760.60841
37224,16.6,0.1,75058.33,-2.465,38400.34073
37225,13.9,0.1,77781.68,-2.459,35873.63513
37226,1.7,0.1,87790.04,-2.453,14638.98477
37227,1.7,0.2,69831.68,-2.437,13901.48031
37228,4.1,0.2,38971.67,-2.447,17888.71343
37229,2.6,0.2,32758.33,-2.44,14988.98825
37230,4.7,0.2,36873.33,-2.417,18635.50099
37231,0,0.5,0,-2.433,11526.59496
37232,0.2,0.4,31481.67,-2.418,10746.37446
37233,0,0.3,0,-2.407,9912.711329
37234,0,0.1,0,-2.424,9229.333767
37235,0.3,0.4,30208.33,-2.424,8804.350738
37236,0,0.3,0,-2.411,8132.905369
37237,0,0.1,0,-2.405,7620.16386
37238,0,0.2,0,-2.402,7198.030208
37239,0,0.2,0,-2.399,6794.965118
37240,0,0.1,0,-2.433,6429.880027
37241,0.4,0.3,27006.67,-2.419,6321.164456
37242,0.5,0.3,0,-2.413,6132.500198
37243,1.6,0.1,0,-2.418,6490.036532
37244,4.7,0.1,25213.33,-2.43,8597.087654
37245,4.2,0.3,5426.67,-2.441,9031.764165
37246,12.4,0,59180,-2.455,21510.09322
37247,4,0.2,55951.68,-2.43,15038.8836
37248,2.8,0.5,30615,-2.447,12537.67125
37249,6.5,0.1,52836.68,-2.433,19992.77322
37250,2.3,0.3,47026.68,-2.436,12420.73344
37251,5.9,0.2,54533.33,-2.455,19158.94671
37252,10.4,0.1,63063.34,-2.459,28303.98552
37253,6.9,0.2,86330,-2.439,22821.54709
37254,7.2,0.2,41846.67,-2.435,23882.24518
37255,1.5,0.1,34528.34,-2.433,13727.33555
37256,2.6,0.4,29493.33,-2.415,14810.98753
37257,0.1,0.4,18518.33,-2.436,11459.91551
37258,0.1,0.1,12211.67,-2.435,10685.07565
37259,0,0.4,22601.67,-2.427,9882.817928
37260,0,0.4,38.33,-2.434,9174.218117
37261,0,0.2,13746.67,-2.423,8573.712671
37262,0.1,0.1,0,-2.411,8106.479389
37263,0,0.1,0,-2.409,7611.809289
37264,0,0.1,15473.33,-2.431,7188.880675
37265,0,0.4,8130,-2.408,6745.725551
37266,0.8,0.4,0,-2.424,6738.447944
37267,1.4,0.1,23875,-2.413,6897.042954
37268,0.2,0.1,0,-2.426,6298.247646
37269,0,0.4,28905,-2.418,5890.636298
37270,1.2,0.1,0,-2.434,6287.663662
37271,7.4,0.1,37431.66,-2.412,10111.45168
37272,0.2,0.5,0,-2.44,6975.109821
37273,4.1,0.2,34411.66,-2.433,8970.434053
37274,2.5,0.6,31890,-2.434,8431.90425
37275,0.1,0.6,24825,-2.45,7085.24251
37276,8.2,0.1,46148.33,-2.438,14762.99836
37277,0.1,0.2,33950,-2.439,8045.618524
37278,1.9,0.3,30965,-2.418,8635.903622
37279,9.9,0.1,14676.67,-2.45,23019.37685
37280,2.5,0.2,37644.99,-2.421,12015.49003
37281,5.6,0.3,29828.33,-2.469,17652.25504
37282,17,0.1,84745,,40041.58585
37283,3.8,0.4,70951.68,-2.459,17143.04566
37284,0.6,0.7,84946.66,-2.45,11998.24633
37285,0.5,0.6,60224.99,-2.418,11140.12369
37286,3.4,0.4,15345,-2.436,12179.23345
37287,0,0.8,19743.34,-2.442,10075.91433
37288,0,0.2,40276.67,-2.452,9327.288625
37289,0,1,15200,-2.436,8339.659461
37290,0.2,0.6,0,-2.441,7906.631398
37291,24.5,0.3,37228.33,-2.446,42904.24268
37292,4.7,0.2,35735.01,-2.437,18931.07832
37293,1.5,0.4,30861.67,-2.435,12661.64546
37294,3.1,0.3,34970,-2.43,15075.70236
37295,1.6,0.6,25931.67,-2.455,11741.92344
37296,3.6,0.4,37261.67,-2.431,15055.68416
37297,10.4,0.7,23215,-2.468,27473.20977
37298,6,0.1,117025,-2.463,21398.03307
37299,0.3,0.8,84371.68,-2.454,11747.70194
37300,0.5,0.7,54091.68,-2.421,10969.84521
37301,0,1.1,0,-2.405,9757.446622
37302,0,1,5615,-2.447,8917.053475
37303,0,1.1,25385,-2.411,8088.076325
37304,1.8,1.1,0,-2.435,8264.350255
37305,2.5,0.8,31915,-2.445,8515.704872
37306,13.7,0.9,32708.34,-2.447,19623.31584
37307,5.3,1,73570,-2.444,16504.8781
37308,10.8,1,57724.99,-2.47,27140.23864
37309,2,0.6,104398.36,-2.467,12433.60793
37310,3.4,0.6,77766.66,-2.443,14628.80649
37311,3.9,0.8,59463.34,-2.448,15051.17325
37312,23.7,0.2,59505,-2.426,53575.22234
37313,0.5,1.4,144000,-2.465,13770.50921
37314,2.5,1.3,144000,-2.454,13624.43122
37315,8.4,0.9,57453.33,-2.439,22726.21694
37316,0,1.3,36868.33,-2.436,12049.48618
37317,1.4,1.3,38966.66,-2.411,11569.79724
37318,0.2,1.3,0,-2.434,10189.72403
37319,0,0.7,32466.66,-2.413,9518.67081
37320,0,1.1,0,-2.432,8485.979427
37321,1.2,0.4,32555,-2.444,8747.84842
37322,0,1.8,21241.66,-2.431,6938.189761
37323,0.7,1.2,0,-2.44,6843.737523
37324,0.6,1.7,34921.66,-2.45,5996.282435
37325,0,1.7,0,-2.439,5135.052931
37326,0,1.3,0,-2.441,4756.44101
37327,6.2,1.2,0,-2.437,7755.510447
37328,0.8,0.2,0,-2.44,6305.336444
37329,0.6,1.4,0,-2.434,5252.175417
37330,0,0.7,0,-2.419,4988.417183
37331,0,1.8,0,-2.412,3938.288847
37332,3.4,0.7,0,-2.436,5872.610796
37333,11.9,0.6,47530.02,-2.447,11747.13538
37334,3.7,1.6,21633.33,-2.416,8249.208783
37335,3.9,1.2,0,-2.438,8746.412174
37336,0.9,1.7,29143.33,-2.426,6841.770288
37337,0.3,1,0,-2.424,6435.537246
37338,0,1.8,0,-2.42,5297.003414
37339,0,1.7,0,-2.416,4696.257678
37340,0,1.7,0,-2.416,4113.636623
37341,0,0.8,0,-2.415,4157.301208
37342,0,2.2,0,-2.414,2972.467651
37343,0,2.4,0,-2.411,2284.390844
37344,0,2.5,0,-2.41,1668.081283
37345,0,1.6,0,-2.432,1949.264314
37346,0,2,25493.33,-2.426,1561.468024
37347,0,2.2,0,-2.426,4234.192006
37348,0,2.7,0,,3734.793451
37349,0,2.9,0,,3394.409735
37350,0,2.7,0,,3306.47236
37351,0,2.8,0,,3054.210548
37352,0,2.6,0,,3019.454721
37353,0,2.5,0,,2942.138203
37354,0,2.8,0,,2617.210545
37355,0.4,0.9,0,-2.51,3913.516553
37356,0,2.4,0,-2.486,2782.326642
37357,0,2,0,-2.458,2931.737873
37358,0,2.2,0,-2.446,2724.970419
37359,0.3,2.1,0,-2.43,2852.440038
37360,4.5,1.5,0,-2.419,5413.878865
37361,6.7,0.4,0,-2.426,8228.256266
37362,2.2,0.5,26420,-2.411,6166.897419
37363,0.3,1,0,-2.434,4936.250449
37364,0.7,1.5,24363.33,-2.41,4788.059071
37365,4.6,1.9,0,-2.414,6592.291366
37366,0.1,1.3,0,-2.41,4957.293656
37367,0,3.1,0,-2.433,3648.203114
37368,0,2.7,19743.33,-2.445,3679.134429
37369,0,3.2,0,-2.449,3163.381988
37370,0,2.9,0,-2.446,3139.625473
37371,0,2.1,0,-2.434,3476.046144
37372,17.3,0.7,0,-2.433,14478.24753
37373,11.8,2.4,18113.33,-2.44,12553.00597
37374,7.4,1.4,24645,-2.436,12452.13541
37375,3.5,2.1,22350,-2.435,10505.91298
37376,7,0.8,20258.33,-2.44,13530.70439
37377,3.1,2.5,22565,-2.419,10821.00131
37378,0.4,1.7,0,-2.404,9606.729162
37379,0,2.9,0,-2.438,7936.402613
37380,1.6,1.5,20301.67,-2.416,8700.789203
37381,3.6,0.5,0,-2.43,10250.02805
37382,0,2.6,24833.34,-2.414,7358.156068
37383,0,4,0,-2.41,5628.312162
37384,0,2.3,0,-2.429,5732.216314
37385,0,3.1,26273.33,-2.411,4640.896707
37386,0.4,1.4,0,-2.424,5297.74387
37387,0,1.2,19565,-2.423,5151.441108
37388,0,1.8,0,-2.436,4658.886716
37389,3,3.7,19186.66,-2.436,4776.24342
37390,4.5,2.8,17808.33,-2.438,6145.98506
37391,0,3.6,0,-2.43,3660.808687
37392,0,4.2,0,-2.434,2842.848675
37393,0,4.4,0,-2.429,2401.659395
37394,0,1.2,0,-2.422,4181.33354
37395,0,2.8,0,-2.416,3088.50458
37396,0,3.7,0,-2.418,2329.222402
37397,3.5,3.6,0,-2.59,3920.434736
37398,5.4,0.8,0,-2.59,7124.96808
37399,0,3.9,0,-2.486,2678.476132
37400,2.7,1.5,7005,-2.424,5332.58894
37401,3.2,3.7,0,-2.416,4357.107896
37402,2.4,1.5,0,-2.414,5473.984244
37403,0.6,2.8,20708.34,,3885.039858
37404,0.1,3.4,30295,-2.47,3108.669017
37405,4.6,2.7,326.67,-2.449,5602.821764
37406,0.5,3.8,0,-2.453,3132.394952
37407,0,4,28.33,-2.436,2529.883025
37408,0,4.7,22585,-2.479,1769.848567
37409,0,4.6,0,-2.438,1514.231623
37410,1.2,3.1,91.67,,2806.500942
37411,3.5,3.3,0,-2.43,3789.079633
37412,0.9,1.6,0,-2.417,3786.247455
37413,0.4,2.1,0,-2.427,3242.441877
37414,0,1.6,0,-2.432,3313.924285
37415,0,3.3,0,-2.439,2136.818731
37416,5.2,3.2,0,-2.433,4629.121134
37417,1.2,2.6,0,-2.43,3385.688816
37418,8.6,2.9,0,-2.415,7335.249648
37419,2.8,1.8,0,,5540.008143
37420,0.3,1.6,18350,-2.429,4492.670641
37421,4.9,2.5,0,-2.422,6252.468742
37422,1.6,4.2,0,-2.421,3700.904171
37423,0.7,2.1,0,,4477.45568
37424,0,5.2,26096.67,-2.392,2006.524171
37425,3,3.9,0,-2.385,3981.050218
37426,15.5,4.3,0,-2.403,10994.28913
37427,9.5,0.8,29100,-2.4,12197.57357
37428,0,3.4,26495,-2.433,6429.231958
37429,1.8,2.5,24381.66,-2.408,6981.540062
37430,0.4,4.3,0,-2.403,4786.449326
37431,0,5,0,-2.4,3224.759597
37432,0,4.9,1625,-2.397,2387.90069
37433,0,4.3,0,-2.439,2410.43296
37434,2.7,3.9,22641.66,-2.413,3722.928109
37435,4.5,2.2,0,-2.406,5798.578007
37436,0,4.4,0,-2.434,2396.371825
37437,4.4,2.1,21920,-2.409,5835.532264
37438,2.3,0.8,576.67,-2.414,6113.877791
37439,7.6,2.9,16326.67,-2.408,7974.448823
37440,9.1,0.8,17255,-2.448,11358.78822
37441,0,3.8,12876.67,-2.411,5620.294189
37442,4.7,1.4,5780,-2.439,8682.354457
37443,0.1,2.1,15456.67,-2.441,6347.847414
37444,0.9,1.5,19991.67,-2.42,6563.844828
37445,0,3,0,-2.421,4933.656872
37446,33.6,2.2,20050,-2.433,24697.62589
37447,1.4,2.1,63336.68,-2.401,11961.34607
37448,1.8,3.7,47966.68,-2.436,10382.2118
37449,3.2,2,19640,-2.431,11229.59467
37450,0.1,2.2,18328.33,-2.425,9342.731245
37451,0,3.3,0,-2.422,7722.623966
37452,0,3.9,0,-2.426,6322.848772
37453,0,4.6,0,-2.428,4832.981666
37454,0,3.7,0,-2.429,4317.405098
37455,0,3.4,0,-2.427,3757.812518
37456,0,2,0,-2.424,4354.626944
37457,6.6,3.2,0,-2.436,6896.25148
37458,3.4,2.4,15756.67,-2.422,6270.423286
37459,0,3.8,0,-2.431,3780.591716
37460,4,1.5,15145,-2.436,6758.814134
37461,0,3.2,0,-2.426,3995.448041
37462,2.6,2.9,0,-2.42,5090.4405
37463,0,3.9,0,-2.42,3207.833948
37464,0,4.5,0,-2.422,2533.147432
37465,0,4.4,0,-2.427,2270.162922
37466,0,4.8,0,-2.426,1711.042389
37467,4.1,4,0,-2.412,3960.185535
37468,2.3,2.6,0,-2.432,4131.680685
37469,7.6,0.7,14781.66,-2.413,8634.866211
37470,0.6,3.9,0,-2.436,3488.231352
37471,15.6,1.4,15580,-2.43,13563.18359
37472,21.4,2.3,18330,-2.438,19162.30725
37473,1.7,1.6,14865,-2.435,11497.63011
37474,1.1,1.9,14735,-2.435,10510.16423
37475,11.7,2.3,14911.67,-2.436,15849.91011
37476,0,2.7,14668.34,-2.435,10405.88312
37477,1.3,2.6,14396.67,-2.421,10007.41645
37478,0,2.3,0,-2.412,8819.202935
37479,0,2.4,0,-2.434,7902.182215
37480,0,3.2,13576.67,-2.42,6623.651336
37481,0,4.1,0,-2.412,5198.873367
37482,0,3,0,-2.431,4888.281116
37483,0,3.9,16510,-2.427,3710.933535
37484,0,3.9,0,-2.424,3368.544944
37485,0,4.2,0,-2.422,2860.59456
37486,3.5,3.9,0,-2.416,4484.112543
37487,0,2.7,0,-2.431,3549.064766
37488,28.5,0.6,29471.67,-2.436,21634.08011
37489,1.7,0.9,17716.66,-2.437,10403.85941
37490,0,2.3,17063.34,-2.441,8433.460474
37491,0.3,1.8,16770,-2.437,8060.662534
37492,36.3,0.5,33841.67,-2.477,44422.37012
37493,0,2.9,114438.36,-2.496,13678.6019
37494,0,3.2,129225,-2.478,12027.46275
37495,0,2,82901.68,-2.474,11352.6295
37496,0,2.7,87698.36,-2.46,9920.316801
37497,0,3,16316.67,-2.445,8676.543637
37498,1.2,1.5,0,-2.449,9152.718369
37499,0,1.7,0,-2.455,8063.289383
37500,0,2.6,0,-2.461,6928.668702
37501,0,3.2,0,-2.465,5819.494795
37502,0.4,3.2,0,-2.467,5207.690918
37503,0,3,0,-2.47,4482.691363
37504,0,2.9,0,-2.471,4123.752191
37505,0,1.6,0,-2.465,4644.453803
37506,16.4,1.4,0,-2.445,14228.06002
37507,8.3,1.8,0,-2.449,12006.28283
37508,0,2,15715,-2.45,8216.235624
37509,3.4,0.8,0,-2.437,9976.29517
37510,0,1.5,0,-2.435,8106.665796
37511,0,3.1,0,-2.436,6591.618907
37512,0,3,0,-2.436,5794.121992
37513,0,1.1,0,-2.44,6154.75511
37514,0,2.8,0,-2.443,4870.075446
37515,0,1.6,0,-2.448,5050.017332
37516,0,0.6,0,-2.452,5502.061344
37517,0,0.9,0,-2.454,5283.058143
37518,0,1.2,0,-2.458,5039.119668
37519,0,1.6,0,-2.461,4712.478169
37520,0.6,1.2,0,-2.466,5126.621787
37521,2.1,1.9,0,-2.476,5453.981427
37522,0,2.1,0,-2.481,4372.437321
37523,2.8,2.3,1653.33,-2.452,5512.838207
37524,5.8,1.5,0,-2.46,7919.455529
37525,0.6,1.5,16990,-2.443,5710.10763
37526,0,1,0,-2.439,5499.64455
37527,0,1.2,0,-2.442,5200.22641
37528,0,1.5,0,-2.454,4924.018852
37529,0,2.2,18418.33,-2.447,4403.91331
37530,0,1.8,0,-2.454,1725.081851
37531,1.4,1.4,17970,-2.443,2488.781087
37532,2,0.5,0,,3260.021931
37533,2.4,1.5,18228.33,-2.444,3242.559834
37534,13.2,0.4,0,-2.446,10594.79694
37535,1.5,1.3,0,-2.465,5597.690169
37536,1.1,0.8,18668.34,-2.447,5453.007483
37537,0,1.6,0,-2.443,4364.267948
37538,0,1.7,0,-2.443,3802.790081
37539,0,1.6,0,-2.443,3359.819715
37540,0,1.5,0,-2.442,2982.595723
37541,0,0.4,0,-2.44,3117.370263
37542,3.3,0.4,0,-2.461,4763.410691
37543,17.2,0.2,20105,-2.453,14079.31331
37544,0.2,0.4,0,-2.467,7136.911766
37545,0.5,0.4,19216.67,-2.467,6859.454208
37546,5,1,0,-2.457,8927.813389
37547,14.2,0.4,10091.67,-2.439,15369.79594
37548,2.2,0.8,37750,-2.465,10413.63889
37549,3.1,0.8,22063.34,-2.44,10666.12779
37550,1.8,0.3,0,-2.455,10082.54621
37551,4.5,0.4,26603.33,-2.448,13503.25987
37552,3.4,0.6,54343.33,-2.438,12358.41335
37553,0.1,1,0,-2.462,8831.833534
37554,10.5,0.3,51841.68,-2.471,22599.15718
37555,5.4,0.6,86718.36,-2.472,17694.10963
37556,7.2,0.4,50076.68,-2.456,21759.83076
37557,0,1.1,114991.68,-2.454,10416.95983
37558,3.6,0.3,91805,-2.464,12111.5065
37559,0,0.9,32031.67,-2.463,9624.812803
37560,0.2,0.9,71416.68,-2.462,8909.797454
37561,4.8,0.2,25235,-2.47,11338.8993
37562,14.2,0.8,30173.34,-2.467,32474.87512
37563,0.6,0.6,85113.36,-2.462,11071.96869
37564,4.3,0.5,31821.67,-2.463,14714.31603
37565,0,0.7,71768.33,-2.477,10117.87078
